Epoch,Train_Loss,Class_Loss,Cons_Loss,Val_Loss,Val_IoU,Mode
1,2.2217041850090027,0,0,4.477561354637146,0.11795662343502045,Standard
2,0.717140406370163,0,0,1.5134430527687073,0.1187469083815813,Standard
3,0.44378476386720483,0,0,0.7320113629102707,0.19296875596046448,Standard
4,0.35878064009276306,0,0,0.47699305415153503,0.4521828591823578,Standard
5,0.30781377310102637,0,0,0.38182124495506287,0.5436967462301254,Standard
6,0.26519676026972855,0,0,0.3293585851788521,0.5582322627305984,Standard
7,0.2376169806176966,0,0,0.2940591648221016,0.6189108639955521,Standard
8,0.2016319131309336,0,0,0.3163820132613182,0.6159580200910568,Standard
9,0.1839397522536191,0,0,0.6262307614088058,0.3557463511824608,Standard
10,0.16768076474016363,0,0,0.2971303313970566,0.6394111812114716,Standard
11,0.15021651035005396,0,0,0.30844638496637344,0.6420627236366272,Standard
12,0.13253465938297185,0,0,0.2699427828192711,0.6634699255228043,Standard
13,0.12026112458922646,0,0,0.44178934395313263,0.5483763217926025,Standard
14,0.11223427274010399,0,0,0.2631089463829994,0.6609171330928802,Standard
15,0.10213286057114601,0,0,0.25743507593870163,0.6651606410741806,Standard
16,0.09729012068022382,0,0,0.37683165818452835,0.6032073944807053,Standard
17,0.09170102429660884,0,0,0.3555765151977539,0.6134770661592484,Standard
18,0.08091183785687793,0,0,0.2810964100062847,0.6722161173820496,Standard
19,0.07393165271390569,0,0,0.2723863832652569,0.680736780166626,Standard
20,0.06750645353035493,0,0,0.2774634175002575,0.6751598566770554,Standard
